id,branch_company_id,barcode,participant_id,composition_id,cash_flow_id,title,type,complement,origin_document,due_date,emission_date,entry_date,paid,remittance_generated,supply_type,discount,other_entities_amount,value,increase,cost_center_id,transaction_id,tribute_id,receipt_code,fgts_id,darf_reference_number,inclusion_type,period,contributor_id,lacre_c_social,created_by,created_date,last_modified_by,last_modified_date
3512,1,,135,,19,PROC(37013.51776) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Selo Distribuidor Credenciado com ID (469), originado por Ulisses Sperandio, através da transação 51776 com a quantidade de 1 ucs. Pagamento a vista.",DOC.37013.51776,2023-07-10,2023-06-12,2023-06-12,f,f,ASSETS,0,0,92.14,0,1,51776,,,,,AUTOMATIC,,,,0,2023-06-12 16:54:13.679592,0,2023-06-12 16:54:13.679592
3513,1,,138,,19,PROC(37013.51779) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Selo Distribuidor Credenciado com ID (469), originado por Ulisses Sperandio, através da transação 51779 com a quantidade de 1 ucs. Pagamento a vista.",DOC.37013.51779,2023-07-10,2023-06-12,2023-06-12,f,f,ASSETS,0,0,92.14,0,1,51779,,,,,AUTOMATIC,,,,0,2023-06-12 16:54:13.690729,0,2023-06-12 16:54:13.690729
3514,1,,11,,19,PROC(37013.51785) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Selo Distribuidor Credenciado com ID (469), originado por Ulisses Sperandio, através da transação 51785 com a quantidade de 1 ucs. Pagamento a vista.",DOC.37013.51785,2023-07-10,2023-06-12,2023-06-12,f,f,ASSETS,0,0,92.14,0,1,51785,,,,,AUTOMATIC,,,,0,2023-06-12 16:54:13.701022,0,2023-06-12 16:54:13.701022
3515,1,,145,,19,PROC(37013.51815) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Selo Distribuidor Credenciado com ID (469), originado por Ulisses Sperandio, através da transação 51815 com a quantidade de 1 ucs. Pagamento a vista.",DOC.37013.51815,2023-07-10,2023-06-12,2023-06-12,f,f,ASSETS,0,0,92.14,0,1,51815,,,,,AUTOMATIC,,,,0,2023-06-12 16:54:13.711462,0,2023-06-12 16:54:13.711462
3516,1,,147,,19,PROC(37013.51791) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Selo Distribuidor Credenciado com ID (469), originado por Ulisses Sperandio, através da transação 51791 com a quantidade de 1 ucs. Pagamento a vista.",DOC.37013.51791,2023-07-10,2023-06-12,2023-06-12,f,f,ASSETS,0,0,92.14,0,1,51791,,,,,AUTOMATIC,,,,0,2023-06-12 16:54:13.722441,0,2023-06-12 16:54:13.722441
3517,1,,150,,19,PROC(37013.51773) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Selo Distribuidor Credenciado com ID (469), originado por Ulisses Sperandio, através da transação 51773 com a quantidade de 1 ucs. Pagamento a vista.",DOC.37013.51773,2023-07-10,2023-06-12,2023-06-12,f,f,ASSETS,0,0,92.14,0,1,51773,,,,,AUTOMATIC,,,,0,2023-06-12 16:54:13.733229,0,2023-06-12 16:54:13.733229
3518,1,,151,,19,PROC(37013.51812) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Selo Distribuidor Credenciado com ID (469), originado por Ulisses Sperandio, através da transação 51812 com a quantidade de 1 ucs. Pagamento a vista.",DOC.37013.51812,2023-07-10,2023-06-12,2023-06-12,f,f,ASSETS,0,0,92.14,0,1,51812,,,,,AUTOMATIC,,,,0,2023-06-12 16:54:13.743991,0,2023-06-12 16:54:13.743991
3519,1,,155,,19,PROC(37013.51782) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Selo Distribuidor Credenciado com ID (469), originado por Ulisses Sperandio, através da transação 51782 com a quantidade de 1 ucs. Pagamento a vista.",DOC.37013.51782,2023-07-10,2023-06-12,2023-06-12,f,f,ASSETS,0,0,92.14,0,1,51782,,,,,AUTOMATIC,,,,0,2023-06-12 16:54:13.754776,0,2023-06-12 16:54:13.754776
3520,1,,19,,19,PROC(37013.51762) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Selo Distribuidor Credenciado com ID (469), originado por Ulisses Sperandio, através da transação 51762 com a quantidade de 1 ucs. Pagamento a vista.",DOC.37013.51762,2023-07-10,2023-06-12,2023-06-12,f,f,ASSETS,0,0,92.14,0,1,51762,,,,,AUTOMATIC,,,,0,2023-06-12 16:54:13.765985,0,2023-06-12 16:54:13.765985
3521,1,,157,,19,PROC(37013.51758) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Selo Distribuidor Credenciado com ID (469), originado por Ulisses Sperandio, através da transação 51758 com a quantidade de 1 ucs. Pagamento a vista.",DOC.37013.51758,2023-07-10,2023-06-12,2023-06-12,f,f,ASSETS,0,0,92.14,0,1,51758,,,,,AUTOMATIC,,,,0,2023-06-12 16:54:13.777091,0,2023-06-12 16:54:13.777091
3522,1,,164,,19,PROC(37013.51766) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Selo Distribuidor Credenciado com ID (469), originado por Ulisses Sperandio, através da transação 51766 com a quantidade de 1 ucs. Pagamento a vista.",DOC.37013.51766,2023-07-10,2023-06-12,2023-06-12,f,f,ASSETS,0,0,92.14,0,1,51766,,,,,AUTOMATIC,,,,0,2023-06-12 16:54:13.788778,0,2023-06-12 16:54:13.788778
3523,1,,165,,19,PROC(37013.51800) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Selo Distribuidor Credenciado com ID (469), originado por Ulisses Sperandio, através da transação 51800 com a quantidade de 1 ucs. Pagamento a vista.",DOC.37013.51800,2023-07-10,2023-06-12,2023-06-12,f,f,ASSETS,0,0,92.14,0,1,51800,,,,,AUTOMATIC,,,,0,2023-06-12 16:54:13.800665,0,2023-06-12 16:54:13.800665
3524,1,,69,,19,PROC(37013.51767) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Selo Distribuidor Credenciado com ID (469), originado por Ulisses Sperandio, através da transação 51767 com a quantidade de 5 ucs. Pagamento a vista.",DOC.37013.51767,2023-07-10,2023-06-12,2023-06-12,f,f,ASSETS,0,0,460.70,0,1,51767,,,,,AUTOMATIC,,,,0,2023-06-12 16:54:13.813133,0,2023-06-12 16:54:13.813133
3525,1,,54,,19,PROC(37013.51754) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Selo Distribuidor Credenciado com ID (469), originado por Ulisses Sperandio, através da transação 51754 com a quantidade de 5 ucs. Pagamento a vista.",DOC.37013.51754,2023-07-10,2023-06-12,2023-06-12,f,f,ASSETS,0,0,460.70,0,1,51754,,,,,AUTOMATIC,,,,0,2023-06-12 16:54:13.825497,0,2023-06-12 16:54:13.825497
3526,1,,55,,19,PROC(37013.51759) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Selo Distribuidor Credenciado com ID (469), originado por Ulisses Sperandio, através da transação 51759 com a quantidade de 5 ucs. Pagamento a vista.",DOC.37013.51759,2023-07-10,2023-06-12,2023-06-12,f,f,ASSETS,0,0,460.70,0,1,51759,,,,,AUTOMATIC,,,,0,2023-06-12 16:54:13.837713,0,2023-06-12 16:54:13.837713
3527,1,,60,,19,PROC(37013.51763) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Selo Distribuidor Credenciado com ID (469), originado por Ulisses Sperandio, através da transação 51763 com a quantidade de 5 ucs. Pagamento a vista.",DOC.37013.51763,2023-07-10,2023-06-12,2023-06-12,f,f,ASSETS,0,0,460.70,0,1,51763,,,,,AUTOMATIC,,,,0,2023-06-12 16:54:13.849841,0,2023-06-12 16:54:13.849841
3528,1,,320,,19,PROC(37013.51799) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Selo Distribuidor Credenciado com ID (469), originado por Ulisses Sperandio, através da transação 51799 com a quantidade de 1 ucs. Pagamento a vista.",DOC.37013.51799,2023-07-10,2023-06-12,2023-06-12,f,f,ASSETS,0,0,92.14,0,1,51799,,,,,AUTOMATIC,,,,0,2023-06-12 16:54:13.862006,0,2023-06-12 16:54:13.862006
3529,1,,9,,19,PROC(37013.51757) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Selo Distribuidor Credenciado com ID (469), originado por Ulisses Sperandio, através da transação 51757 com a quantidade de 1 ucs. Pagamento a vista.",DOC.37013.51757,2023-07-10,2023-06-12,2023-06-12,f,f,ASSETS,0,0,92.14,0,1,51757,,,,,AUTOMATIC,,,,0,2023-06-12 16:54:13.874495,0,2023-06-12 16:54:13.874495
3530,1,,57,,19,PROC(37013.51761) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Selo Distribuidor Credenciado com ID (469), originado por Ulisses Sperandio, através da transação 51761 com a quantidade de 1 ucs. Pagamento a vista.",DOC.37013.51761,2023-07-10,2023-06-12,2023-06-12,f,f,ASSETS,0,0,92.14,0,1,51761,,,,,AUTOMATIC,,,,0,2023-06-12 16:54:13.887132,0,2023-06-12 16:54:13.887132
3531,1,,321,,19,PROC(37013.51802) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Selo Distribuidor Credenciado com ID (469), originado por Ulisses Sperandio, através da transação 51802 com a quantidade de 1 ucs. Pagamento a vista.",DOC.37013.51802,2023-07-10,2023-06-12,2023-06-12,f,f,ASSETS,0,0,92.14,0,1,51802,,,,,AUTOMATIC,,,,0,2023-06-12 16:54:13.899331,0,2023-06-12 16:54:13.899331
3532,1,,63,,19,PROC(37013.51765) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Selo Distribuidor Credenciado com ID (469), originado por Ulisses Sperandio, através da transação 51765 com a quantidade de 1 ucs. Pagamento a vista.",DOC.37013.51765,2023-07-10,2023-06-12,2023-06-12,f,f,ASSETS,0,0,92.14,0,1,51765,,,,,AUTOMATIC,,,,0,2023-06-12 16:54:13.911787,0,2023-06-12 16:54:13.911787
3533,1,,322,,19,PROC(37013.51769) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Selo Distribuidor Credenciado com ID (469), originado por Ulisses Sperandio, através da transação 51769 com a quantidade de 1 ucs. Pagamento a vista.",DOC.37013.51769,2023-07-10,2023-06-12,2023-06-12,f,f,ASSETS,0,0,92.14,0,1,51769,,,,,AUTOMATIC,,,,0,2023-06-12 16:54:13.924696,0,2023-06-12 16:54:13.924696
3534,1,,64,,19,PROC(37013.51805) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Selo Distribuidor Credenciado com ID (469), originado por Ulisses Sperandio, através da transação 51805 com a quantidade de 1 ucs. Pagamento a vista.",DOC.37013.51805,2023-07-10,2023-06-12,2023-06-12,f,f,ASSETS,0,0,92.14,0,1,51805,,,,,AUTOMATIC,,,,0,2023-06-12 16:54:13.93732,0,2023-06-12 16:54:13.93732
3535,1,,75,,19,PROC(37013.51772) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Selo Distribuidor Credenciado com ID (469), originado por Ulisses Sperandio, através da transação 51772 com a quantidade de 1 ucs. Pagamento a vista.",DOC.37013.51772,2023-07-10,2023-06-12,2023-06-12,f,f,ASSETS,0,0,92.14,0,1,51772,,,,,AUTOMATIC,,,,0,2023-06-12 16:54:13.94988,0,2023-06-12 16:54:13.94988
3536,1,,76,,19,PROC(37013.51775) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Selo Distribuidor Credenciado com ID (469), originado por Ulisses Sperandio, através da transação 51775 com a quantidade de 1 ucs. Pagamento a vista.",DOC.37013.51775,2023-07-10,2023-06-12,2023-06-12,f,f,ASSETS,0,0,92.14,0,1,51775,,,,,AUTOMATIC,,,,0,2023-06-12 16:54:13.962833,0,2023-06-12 16:54:13.962833
3537,1,,77,,19,PROC(37013.51778) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Selo Distribuidor Credenciado com ID (469), originado por Ulisses Sperandio, através da transação 51778 com a quantidade de 1 ucs. Pagamento a vista.",DOC.37013.51778,2023-07-10,2023-06-12,2023-06-12,f,f,ASSETS,0,0,92.14,0,1,51778,,,,,AUTOMATIC,,,,0,2023-06-12 16:54:13.976216,0,2023-06-12 16:54:13.976216
3606,1,,369,,42,27346443,ACTUAL,ASSISTÊNCIA MÉDICA DE COLABORADORES\n,27346443,2023-06-27,2023-05-11,2023-05-11,t,f,,0.0,0.0,1699.07,0.0,2,,,,,,MANUAL,,,,1406,2023-06-14 15:08:51.663089,1406,2023-06-14 15:08:51.663089
3538,1,,323,,19,PROC(37013.51781) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Selo Distribuidor Credenciado com ID (469), originado por Ulisses Sperandio, através da transação 51781 com a quantidade de 1 ucs. Pagamento a vista.",DOC.37013.51781,2023-07-10,2023-06-12,2023-06-12,f,f,ASSETS,0,0,92.14,0,1,51781,,,,,AUTOMATIC,,,,0,2023-06-12 16:54:13.991719,0,2023-06-12 16:54:13.991719
3539,1,,324,,19,PROC(37013.51784) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Selo Distribuidor Credenciado com ID (469), originado por Ulisses Sperandio, através da transação 51784 com a quantidade de 1 ucs. Pagamento a vista.",DOC.37013.51784,2023-07-10,2023-06-12,2023-06-12,f,f,ASSETS,0,0,92.14,0,1,51784,,,,,AUTOMATIC,,,,0,2023-06-12 16:54:14.005578,0,2023-06-12 16:54:14.005578
3540,1,,325,,19,PROC(37013.51808) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Selo Distribuidor Credenciado com ID (469), originado por Ulisses Sperandio, através da transação 51808 com a quantidade de 1 ucs. Pagamento a vista.",DOC.37013.51808,2023-07-10,2023-06-12,2023-06-12,f,f,ASSETS,0,0,92.14,0,1,51808,,,,,AUTOMATIC,,,,0,2023-06-12 16:54:14.020329,0,2023-06-12 16:54:14.020329
3541,1,,326,,19,PROC(37013.51787) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Selo Distribuidor Credenciado com ID (469), originado por Ulisses Sperandio, através da transação 51787 com a quantidade de 1 ucs. Pagamento a vista.",DOC.37013.51787,2023-07-10,2023-06-12,2023-06-12,f,f,ASSETS,0,0,92.14,0,1,51787,,,,,AUTOMATIC,,,,0,2023-06-12 16:54:14.034777,0,2023-06-12 16:54:14.034777
3542,1,,328,,19,PROC(37013.51790) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Selo Distribuidor Credenciado com ID (469), originado por Ulisses Sperandio, através da transação 51790 com a quantidade de 1 ucs. Pagamento a vista.",DOC.37013.51790,2023-07-10,2023-06-12,2023-06-12,f,f,ASSETS,0,0,92.14,0,1,51790,,,,,AUTOMATIC,,,,0,2023-06-12 16:54:14.047906,0,2023-06-12 16:54:14.047906
3543,1,,329,,19,PROC(37013.51793) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Selo Distribuidor Credenciado com ID (469), originado por Ulisses Sperandio, através da transação 51793 com a quantidade de 1 ucs. Pagamento a vista.",DOC.37013.51793,2023-07-10,2023-06-12,2023-06-12,f,f,ASSETS,0,0,92.14,0,1,51793,,,,,AUTOMATIC,,,,0,2023-06-12 16:54:14.061547,0,2023-06-12 16:54:14.061547
3544,1,,330,,19,PROC(37013.51796) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Selo Distribuidor Credenciado com ID (469), originado por Ulisses Sperandio, através da transação 51796 com a quantidade de 1 ucs. Pagamento a vista.",DOC.37013.51796,2023-07-10,2023-06-12,2023-06-12,f,f,ASSETS,0,0,92.14,0,1,51796,,,,,AUTOMATIC,,,,0,2023-06-12 16:54:14.075497,0,2023-06-12 16:54:14.075497
3545,1,,333,,19,PROC(37013.51811) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Selo Distribuidor Credenciado com ID (469), originado por Ulisses Sperandio, através da transação 51811 com a quantidade de 1 ucs. Pagamento a vista.",DOC.37013.51811,2023-07-10,2023-06-12,2023-06-12,f,f,ASSETS,0,0,92.14,0,1,51811,,,,,AUTOMATIC,,,,0,2023-06-12 16:54:14.089466,0,2023-06-12 16:54:14.089466
3546,1,,339,,19,PROC(37013.51814) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Selo Distribuidor Credenciado com ID (469), originado por Ulisses Sperandio, através da transação 51814 com a quantidade de 1 ucs. Pagamento a vista.",DOC.37013.51814,2023-07-10,2023-06-12,2023-06-12,f,f,ASSETS,0,0,92.14,0,1,51814,,,,,AUTOMATIC,,,,0,2023-06-12 16:54:14.103324,0,2023-06-12 16:54:14.103324
3547,1,,340,,19,PROC(37013.51817) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Selo Distribuidor Credenciado com ID (469), originado por Ulisses Sperandio, através da transação 51817 com a quantidade de 1 ucs. Pagamento a vista.",DOC.37013.51817,2023-07-10,2023-06-12,2023-06-12,f,f,ASSETS,0,0,92.14,0,1,51817,,,,,AUTOMATIC,,,,0,2023-06-12 16:54:14.117528,0,2023-06-12 16:54:14.117528
3548,1,,346,,19,PROC(37013.51756) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Selo Distribuidor Credenciado com ID (469), originado por Ulisses Sperandio, através da transação 51756 com a quantidade de 1 ucs. Pagamento a vista.",DOC.37013.51756,2023-07-10,2023-06-12,2023-06-12,f,f,ASSETS,0,0,92.14,0,1,51756,,,,,AUTOMATIC,,,,0,2023-06-12 16:54:14.132259,0,2023-06-12 16:54:14.132259
3549,1,,347,,19,PROC(37013.51764) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Selo Distribuidor Credenciado com ID (469), originado por Ulisses Sperandio, através da transação 51764 com a quantidade de 1 ucs. Pagamento a vista.",DOC.37013.51764,2023-07-10,2023-06-12,2023-06-12,f,f,ASSETS,0,0,92.14,0,1,51764,,,,,AUTOMATIC,,,,0,2023-06-12 16:54:14.146639,0,2023-06-12 16:54:14.146639
3550,1,,348,,19,PROC(37013.51760) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Selo Distribuidor Credenciado com ID (469), originado por Ulisses Sperandio, através da transação 51760 com a quantidade de 1 ucs. Pagamento a vista.",DOC.37013.51760,2023-07-10,2023-06-12,2023-06-12,f,f,ASSETS,0,0,92.14,0,1,51760,,,,,AUTOMATIC,,,,0,2023-06-12 16:54:14.160612,0,2023-06-12 16:54:14.160612
3551,1,,349,,19,PROC(37013.51774) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Selo Distribuidor Credenciado com ID (469), originado por Ulisses Sperandio, através da transação 51774 com a quantidade de 1 ucs. Pagamento a vista.",DOC.37013.51774,2023-07-10,2023-06-12,2023-06-12,f,f,ASSETS,0,0,92.14,0,1,51774,,,,,AUTOMATIC,,,,0,2023-06-12 16:54:14.175208,0,2023-06-12 16:54:14.175208
3552,1,,350,,19,PROC(37013.51777) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Selo Distribuidor Credenciado com ID (469), originado por Ulisses Sperandio, através da transação 51777 com a quantidade de 1 ucs. Pagamento a vista.",DOC.37013.51777,2023-07-10,2023-06-12,2023-06-12,f,f,ASSETS,0,0,92.14,0,1,51777,,,,,AUTOMATIC,,,,0,2023-06-12 16:54:14.190126,0,2023-06-12 16:54:14.190126
3553,1,,351,,19,PROC(37013.51768) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Selo Distribuidor Credenciado com ID (469), originado por Ulisses Sperandio, através da transação 51768 com a quantidade de 1 ucs. Pagamento a vista.",DOC.37013.51768,2023-07-10,2023-06-12,2023-06-12,f,f,ASSETS,0,0,92.14,0,1,51768,,,,,AUTOMATIC,,,,0,2023-06-12 16:54:14.205656,0,2023-06-12 16:54:14.205656
3554,1,,352,,19,PROC(37013.51771) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Selo Distribuidor Credenciado com ID (469), originado por Ulisses Sperandio, através da transação 51771 com a quantidade de 1 ucs. Pagamento a vista.",DOC.37013.51771,2023-07-10,2023-06-12,2023-06-12,f,f,ASSETS,0,0,92.14,0,1,51771,,,,,AUTOMATIC,,,,0,2023-06-12 16:54:14.221726,0,2023-06-12 16:54:14.221726
3555,1,,110,,19,PROC(37013.51780) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Selo Distribuidor Credenciado com ID (469), originado por Ulisses Sperandio, através da transação 51780 com a quantidade de 1 ucs. Pagamento a vista.",DOC.37013.51780,2023-07-10,2023-06-12,2023-06-12,f,f,ASSETS,0,0,92.14,0,1,51780,,,,,AUTOMATIC,,,,0,2023-06-12 16:54:14.237132,0,2023-06-12 16:54:14.237132
3556,1,,353,,19,PROC(37013.51783) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Selo Distribuidor Credenciado com ID (469), originado por Ulisses Sperandio, através da transação 51783 com a quantidade de 1 ucs. Pagamento a vista.",DOC.37013.51783,2023-07-10,2023-06-12,2023-06-12,f,f,ASSETS,0,0,92.14,0,1,51783,,,,,AUTOMATIC,,,,0,2023-06-12 16:54:14.252208,0,2023-06-12 16:54:14.252208
3557,1,,355,,19,PROC(37013.51795) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Selo Distribuidor Credenciado com ID (469), originado por Ulisses Sperandio, através da transação 51795 com a quantidade de 1 ucs. Pagamento a vista.",DOC.37013.51795,2023-07-10,2023-06-12,2023-06-12,f,f,ASSETS,0,0,92.14,0,1,51795,,,,,AUTOMATIC,,,,0,2023-06-12 16:54:14.267511,0,2023-06-12 16:54:14.267511
3558,1,,304,,19,PROC(37013.51789) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Selo Distribuidor Credenciado com ID (469), originado por Ulisses Sperandio, através da transação 51789 com a quantidade de 1 ucs. Pagamento a vista.",DOC.37013.51789,2023-07-10,2023-06-12,2023-06-12,f,f,ASSETS,0,0,92.14,0,1,51789,,,,,AUTOMATIC,,,,0,2023-06-12 16:54:14.283067,0,2023-06-12 16:54:14.283067
3559,1,,356,,19,PROC(37013.51792) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Selo Distribuidor Credenciado com ID (469), originado por Ulisses Sperandio, através da transação 51792 com a quantidade de 1 ucs. Pagamento a vista.",DOC.37013.51792,2023-07-10,2023-06-12,2023-06-12,f,f,ASSETS,0,0,92.14,0,1,51792,,,,,AUTOMATIC,,,,0,2023-06-12 16:54:14.298577,0,2023-06-12 16:54:14.298577
3560,1,,357,,19,PROC(37013.51801) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Selo Distribuidor Credenciado com ID (469), originado por Ulisses Sperandio, através da transação 51801 com a quantidade de 1 ucs. Pagamento a vista.",DOC.37013.51801,2023-07-10,2023-06-12,2023-06-12,f,f,ASSETS,0,0,92.14,0,1,51801,,,,,AUTOMATIC,,,,0,2023-06-12 16:54:14.315488,0,2023-06-12 16:54:14.315488
3561,1,,358,,19,PROC(37013.51798) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Selo Distribuidor Credenciado com ID (469), originado por Ulisses Sperandio, através da transação 51798 com a quantidade de 1 ucs. Pagamento a vista.",DOC.37013.51798,2023-07-10,2023-06-12,2023-06-12,f,f,ASSETS,0,0,92.14,0,1,51798,,,,,AUTOMATIC,,,,0,2023-06-12 16:54:14.332198,0,2023-06-12 16:54:14.332198
3562,1,,359,,19,PROC(37013.51807) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Selo Distribuidor Credenciado com ID (469), originado por Ulisses Sperandio, através da transação 51807 com a quantidade de 1 ucs. Pagamento a vista.",DOC.37013.51807,2023-07-10,2023-06-12,2023-06-12,f,f,ASSETS,0,0,92.14,0,1,51807,,,,,AUTOMATIC,,,,0,2023-06-12 16:54:14.34912,0,2023-06-12 16:54:14.34912
3563,1,,91,,19,PROC(37013.51786) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Selo Distribuidor Credenciado com ID (469), originado por Ulisses Sperandio, através da transação 51786 com a quantidade de 1 ucs. Pagamento a vista.",DOC.37013.51786,2023-07-10,2023-06-12,2023-06-12,f,f,ASSETS,0,0,92.14,0,1,51786,,,,,AUTOMATIC,,,,0,2023-06-12 16:54:14.366485,0,2023-06-12 16:54:14.366485
3564,1,,458,,19,PROC(37013.51813) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Selo Distribuidor Credenciado com ID (469), originado por Ulisses Sperandio, através da transação 51813 com a quantidade de 1 ucs. Pagamento a vista.",DOC.37013.51813,2023-07-10,2023-06-12,2023-06-12,f,f,ASSETS,0,0,92.14,0,1,51813,,,,,AUTOMATIC,,,,0,2023-06-12 16:54:14.38357,0,2023-06-12 16:54:14.38357
3565,1,,459,,19,PROC(37013.51816) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Selo Distribuidor Credenciado com ID (469), originado por Ulisses Sperandio, através da transação 51816 com a quantidade de 1 ucs. Pagamento a vista.",DOC.37013.51816,2023-07-10,2023-06-12,2023-06-12,f,f,ASSETS,0,0,92.14,0,1,51816,,,,,AUTOMATIC,,,,0,2023-06-12 16:54:14.400311,0,2023-06-12 16:54:14.400311
3566,1,,51,,19,PROC(37013.51804) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Selo Distribuidor Credenciado com ID (469), originado por Ulisses Sperandio, através da transação 51804 com a quantidade de 1 ucs. Pagamento a vista.",DOC.37013.51804,2023-07-10,2023-06-12,2023-06-12,f,f,ASSETS,0,0,92.14,0,1,51804,,,,,AUTOMATIC,,,,0,2023-06-12 16:54:14.416575,0,2023-06-12 16:54:14.416575
3567,1,,481,,19,PROC(37013.51810) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Selo Distribuidor Credenciado com ID (469), originado por Ulisses Sperandio, através da transação 51810 com a quantidade de 1 ucs. Pagamento a vista.",DOC.37013.51810,2023-07-10,2023-06-12,2023-06-12,f,f,ASSETS,0,0,92.14,0,1,51810,,,,,AUTOMATIC,,,,0,2023-06-12 16:54:14.43389,0,2023-06-12 16:54:14.43389
3571,1,,341,,19,PROC(37014.51822) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Selo Distribuidor Credenciado com ID (488), originado por FTL scrap comercio de sucata metálica ltda, através da transação 51822 com a quantidade de 1 ucs. Pagamento a vista.",DOC.37014.51822,2023-07-10,2023-06-13,2023-06-13,f,f,ASSETS,0,0,72.17,0,1,51822,,,,,AUTOMATIC,,,,0,2023-06-13 08:49:17.9058,0,2023-06-13 08:49:17.9058
3570,1,,54,,19,PROC(37014.51819) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Selo Distribuidor Credenciado com ID (488), originado por FTL scrap comercio de sucata metálica ltda, através da transação 51819 com a quantidade de 1 ucs. Pagamento a vista.",DOC.37014.51819,2023-07-10,2023-06-13,2023-06-13,t,f,ASSETS,0,0,72.17,0,1,51819,,,,,AUTOMATIC,,,,0,2023-06-13 08:49:17.897973,0,2023-06-13 08:49:17.897973
3572,1,,457,,19,PROC(37014.51821) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Selo Distribuidor Credenciado com ID (488), originado por FTL scrap comercio de sucata metálica ltda, através da transação 51821 com a quantidade de 1 ucs. Pagamento a vista.",DOC.37014.51821,2023-07-10,2023-06-13,2023-06-13,t,f,ASSETS,0,0,72.17,0,1,51821,,,,,AUTOMATIC,,,,0,2023-06-13 08:49:17.912028,0,2023-06-13 08:49:17.912028
