id,bill_to_pay_id,payment_date,payment_type,paid_amount,interest,fine,discount,created_by,last_modified_by,created_date,last_modified_date,automatic
2719,3136,2023-05-05,PAYMENT_Q,3398.92,0.0,0.0,0.0,1406,1406,2023-05-18 09:46:39.076734,2023-05-18 09:46:39.076734,f
2720,3137,2023-05-05,PAYMENT_Q,4751.99,0.0,0.0,0.0,1406,1406,2023-05-18 09:47:30.813541,2023-05-18 09:47:30.813541,f
2721,3138,2023-05-05,PAYMENT_Q,4052.3,0.0,0.0,0.0,1406,1406,2023-05-18 09:48:43.96437,2023-05-18 09:48:43.96437,f
2722,3139,2023-05-05,PAYMENT_Q,2689.83,0.0,0.0,0.0,1406,1406,2023-05-18 09:49:44.345001,2023-05-18 09:49:44.345001,f
2723,3140,2023-05-05,PAYMENT_Q,2280.84,0.0,0.0,0.0,1406,1406,2023-05-18 09:50:38.795737,2023-05-18 09:50:38.795737,f
2724,3141,2023-05-05,PAYMENT_Q,3938.36,0.0,0.0,0.0,1406,1406,2023-05-18 09:51:30.449938,2023-05-18 09:51:30.449938,f
2725,3142,2023-05-05,PAYMENT_Q,1657.53,0.0,0.0,0.0,1406,1406,2023-05-18 09:52:30.096299,2023-05-18 09:52:30.096299,f
2726,3143,2023-05-05,PAYMENT_Q,2021.53,0.0,0.0,0.0,1406,1406,2023-05-18 09:53:27.245713,2023-05-18 09:53:27.245713,f
2727,2919,2023-05-12,PAYMENT_Q,5000.0,0.0,0.0,0.0,1406,1406,2023-05-18 09:57:51.462525,2023-05-18 09:57:51.462525,f
2728,3145,2023-05-10,PAYMENT_Q,7705.55,0.0,0.0,0.0,1406,1406,2023-05-18 10:00:46.123056,2023-05-18 10:00:46.123056,f
2729,3146,2023-05-17,PAYMENT_Q,15333.34,0.0,0.0,0.0,1406,1406,2023-05-18 10:01:53.900349,2023-05-18 10:01:53.900349,f
2730,3147,2023-05-05,PAYMENT_Q,5000.0,0.0,0.0,0.0,1406,1406,2023-05-18 10:04:38.329592,2023-05-18 10:04:38.329592,f
2731,2923,2023-05-12,PAYMENT_Q,6650.0,0.0,0.0,0.0,1406,1406,2023-05-18 10:06:52.098961,2023-05-18 10:06:52.098961,f
2732,3150,2023-05-05,PAYMENT_Q,62.41,0.0,0.0,0.0,1406,1406,2023-05-18 10:11:20.902247,2023-05-18 10:11:20.902247,f
2733,3151,2023-05-05,PAYMENT_Q,900.0,0.0,0.0,0.0,1406,1406,2023-05-18 10:16:34.139628,2023-05-18 10:16:34.139628,f
2734,3152,2023-05-15,PAYMENT_Q,396.35,0.0,0.0,0.0,1406,1406,2023-05-18 12:58:17.191695,2023-05-18 12:58:17.191695,f
2735,2924,2023-05-12,PAYMENT_Q,10000.0,0.0,0.0,0.0,1406,1406,2023-05-18 13:02:11.26133,2023-05-18 13:02:11.26133,f
2736,2927,2023-05-12,PAYMENT_Q,27165.0,0.0,0.0,0.0,1406,1406,2023-05-18 13:06:31.58452,2023-05-18 13:06:31.58452,f
2740,3161,2023-05-11,PAYMENT_Q,8352.65,0.0,0.0,0.0,1406,1406,2023-05-18 13:17:11.554712,2023-05-18 13:17:11.554712,f
2741,3162,2023-05-05,PAYMENT_Q,6500.0,0.0,0.0,0.0,1406,1406,2023-05-18 13:18:43.513756,2023-05-18 13:18:43.513756,f
2744,2929,2023-05-12,PAYMENT_Q,10000.0,0.0,0.0,0.0,1406,1406,2023-05-18 13:22:58.230485,2023-05-18 13:22:58.230485,f
2745,3165,2023-05-11,PAYMENT_Q,20000.0,0.0,0.0,0.0,1406,1406,2023-05-18 13:25:14.752793,2023-05-18 13:25:14.752793,f
2746,3166,2023-05-12,PAYMENT_Q,562.62,0.0,0.0,0.0,1406,1406,2023-05-18 13:29:57.661767,2023-05-18 13:29:57.661767,f
2747,3167,2023-05-16,PAYMENT_Q,375.0,0.0,0.0,0.0,1406,1406,2023-05-18 13:31:01.761987,2023-05-18 13:31:01.761987,f
2748,3169,2023-05-12,PAYMENT_Q,2500.0,0.0,0.0,0.0,1406,1406,2023-05-18 13:33:24.037593,2023-05-18 13:33:24.037593,f
2750,3171,2023-05-05,PAYMENT_Q,8885.54,0.0,0.0,0.0,1406,1406,2023-05-18 13:37:51.466887,2023-05-18 13:37:51.466887,f
2751,3172,2023-05-05,PAYMENT_Q,650.0,0.0,0.0,0.0,1406,1406,2023-05-18 13:41:46.172769,2023-05-18 13:41:46.172769,f
2752,3173,2023-05-11,PAYMENT_Q,1188.0,0.0,0.0,0.0,1406,1406,2023-05-18 13:45:57.129472,2023-05-18 13:45:57.129472,f
2753,3107,2023-05-18,PAYMENT_Q,390.0,0.0,0.0,0.0,1406,1406,2023-05-22 14:41:31.713702,2023-05-22 14:41:31.713702,t
2754,3178,2023-05-19,PAYMENT_Q,2984.31,0.0,0.0,0.0,1406,1406,2023-05-22 14:41:48.921888,2023-05-22 14:41:48.921888,t
2755,3176,2023-05-19,PAYMENT_Q,1576.59,0.0,0.0,0.0,1406,1406,2023-05-22 14:41:56.883058,2023-05-22 14:41:56.883058,t
2756,3175,2023-05-19,PAYMENT_Q,507.96,0.0,0.0,0.0,1406,1406,2023-05-22 14:41:56.888932,2023-05-22 14:41:56.888932,t
2757,3174,2023-05-19,PAYMENT_Q,1977.73,0.0,0.0,0.0,1406,1406,2023-05-22 14:41:56.896951,2023-05-22 14:41:56.896951,t
2758,3177,2023-05-19,PAYMENT_Q,28132.5,0.0,0.0,0.0,1406,1406,2023-05-22 14:41:56.900285,2023-05-22 14:41:56.900285,t
2759,3228,2023-05-22,PAYMENT_Q,93.31,0.0,0.0,0.0,1406,1406,2023-05-22 14:42:28.908374,2023-05-22 14:42:28.908374,t
2760,3222,2023-05-22,PAYMENT_Q,136.12,0.0,0.0,0.0,1406,1406,2023-05-22 14:42:28.912902,2023-05-22 14:42:28.912902,t
2761,3221,2023-05-22,PAYMENT_Q,63.14,0.0,0.0,0.0,1406,1406,2023-05-22 14:42:28.917192,2023-05-22 14:42:28.917192,t
2762,3233,2023-05-22,PAYMENT_Q,71.18,0.0,0.0,0.0,1406,1406,2023-05-22 14:42:28.922227,2023-05-22 14:42:28.922227,t
2763,3220,2023-05-22,PAYMENT_Q,95.02,0.0,0.0,0.0,1406,1406,2023-05-22 14:42:28.926519,2023-05-22 14:42:28.926519,t
2764,3232,2023-05-22,PAYMENT_Q,49.05,0.0,0.0,0.0,1406,1406,2023-05-22 14:42:28.929841,2023-05-22 14:42:28.929841,t
2765,3225,2023-05-22,PAYMENT_Q,98.88,0.0,0.0,0.0,1406,1406,2023-05-22 14:42:28.933595,2023-05-22 14:42:28.933595,t
2766,3224,2023-05-22,PAYMENT_Q,93.74,0.0,0.0,0.0,1406,1406,2023-05-22 14:42:28.937247,2023-05-22 14:42:28.937247,t
2767,3231,2023-05-22,PAYMENT_Q,93.31,0.0,0.0,0.0,1406,1406,2023-05-22 14:42:28.940533,2023-05-22 14:42:28.940533,t
2768,3218,2023-05-22,PAYMENT_Q,250.0,0.0,0.0,0.0,1406,1406,2023-05-22 14:42:28.944241,2023-05-22 14:42:28.944241,t
2769,3217,2023-05-22,PAYMENT_Q,158.99,0.0,0.0,0.0,1406,1406,2023-05-22 14:42:28.947735,2023-05-22 14:42:28.947735,t
2770,3230,2023-05-22,PAYMENT_Q,26.92,0.0,0.0,0.0,1406,1406,2023-05-22 14:42:28.950982,2023-05-22 14:42:28.950982,t
2771,3229,2023-05-22,PAYMENT_Q,71.18,0.0,0.0,0.0,1406,1406,2023-05-22 14:42:28.954606,2023-05-22 14:42:28.954606,t
2772,3223,2023-05-22,PAYMENT_Q,93.74,0.0,0.0,0.0,1406,1406,2023-05-22 14:42:28.960372,2023-05-22 14:42:28.960372,t
2773,3216,2023-05-22,PAYMENT_Q,180.0,0.0,0.0,0.0,1406,1406,2023-05-22 14:42:28.977658,2023-05-22 14:42:28.977658,t
2774,3215,2023-05-22,PAYMENT_Q,48.15,0.0,0.0,0.0,1406,1406,2023-05-22 14:42:28.988292,2023-05-22 14:42:28.988292,t
2775,3219,2023-05-22,PAYMENT_Q,54.85,0.0,0.0,0.0,1406,1406,2023-05-22 14:42:37.517292,2023-05-22 14:42:37.517292,t
2776,3214,2023-05-22,PAYMENT_Q,149.9,0.0,0.0,0.0,1406,1406,2023-05-22 14:42:37.537156,2023-05-22 14:42:37.537156,t
2777,3226,2023-05-22,PAYMENT_Q,599.0,0.0,0.0,0.0,1406,1406,2023-05-22 14:42:37.555745,2023-05-22 14:42:37.555745,t
2778,3264,2023-05-26,PAYMENT_Q,175.47,0.0,0.0,0.0,1406,1406,2023-05-26 13:00:53.438801,2023-05-26 13:00:53.438801,t
2779,3261,2023-05-26,PAYMENT_Q,724.7,0.0,0.0,0.0,1406,1406,2023-05-26 13:01:02.493192,2023-05-26 13:01:02.493192,t
2780,3262,2023-05-26,PAYMENT_Q,2422.85,0.0,0.0,0.0,1406,1406,2023-05-26 13:01:02.501542,2023-05-26 13:01:02.501542,t
2781,2108,2023-04-10,PAYMENT_Q,0.01,0.0,0.0,612.31,1406,1406,2023-06-07 16:21:18.059024,2023-06-07 16:21:18.059024,f
2782,3340,2020-06-06,PAYMENT_Q,76.09,0.0,0.0,0.0,1406,1406,2023-06-09 15:36:28.197479,2023-06-09 15:36:28.197479,f
2783,3339,2023-06-06,PAYMENT_Q,76.09,0.0,0.0,0.0,1406,1406,2023-06-09 15:36:49.549253,2023-06-09 15:36:49.549253,f
2784,3338,2023-06-06,PAYMENT_Q,76.09,0.0,0.0,0.0,1406,1406,2023-06-09 15:37:08.718046,2023-06-09 15:37:08.718046,f
2785,3336,2023-06-06,PAYMENT_Q,76.09,0.0,0.0,0.0,1406,1406,2023-06-09 15:37:31.083872,2023-06-09 15:37:31.083872,f
2786,3335,2023-06-06,PAYMENT_Q,76.09,0.0,0.0,0.0,1406,1406,2023-06-09 15:37:52.708706,2023-06-09 15:37:52.708706,f
2787,3318,2023-06-06,PAYMENT_Q,76.09,0.0,0.0,0.0,1406,1406,2023-06-09 15:38:49.34778,2023-06-09 15:38:49.34778,f
2788,3317,2023-06-06,PAYMENT_Q,76.09,0.0,0.0,0.0,1406,1406,2023-06-09 15:39:08.173798,2023-06-09 15:39:08.173798,f
2789,3316,2023-06-06,PAYMENT_Q,76.09,0.0,0.0,0.0,1406,1406,2023-06-09 15:39:24.780432,2023-06-09 15:39:24.780432,f
2790,3315,2023-06-06,PAYMENT_Q,76.09,0.0,0.0,0.0,1406,1406,2023-06-09 15:39:50.077507,2023-06-09 15:39:50.077507,f
2791,3314,2023-06-06,PAYMENT_Q,76.09,0.0,0.0,0.0,1406,1406,2023-06-09 15:40:05.977077,2023-06-09 15:40:05.977077,f
2792,3309,2023-06-06,PAYMENT_Q,76.09,0.0,0.0,0.0,1406,1406,2023-06-09 15:40:32.632648,2023-06-09 15:40:32.632648,f
2793,3306,2023-06-06,PAYMENT_Q,76.09,0.0,0.0,0.0,1406,1406,2023-06-09 15:40:51.851954,2023-06-09 15:40:51.851954,f
2794,3302,2023-06-06,PAYMENT_Q,76.09,0.0,0.0,0.0,1406,1406,2023-06-09 15:41:16.438849,2023-06-09 15:41:16.438849,f
2795,3299,2023-06-06,PAYMENT_Q,76.09,0.0,0.0,0.0,1406,1406,2023-06-09 15:41:41.188521,2023-06-09 15:41:41.188521,f
2796,3308,2023-06-06,PAYMENT_Q,152.18,0.0,0.0,0.0,1406,1406,2023-06-09 15:42:10.660535,2023-06-09 15:42:10.660535,f
2797,3298,2023-06-06,PAYMENT_Q,380.45,0.0,0.0,0.0,1406,1406,2023-06-09 15:42:39.651686,2023-06-09 15:42:39.651686,f
2798,3307,2023-06-06,PAYMENT_Q,152.18,0.0,0.0,0.0,1406,1406,2023-06-09 15:43:06.400062,2023-06-09 15:43:06.400062,f
2799,3056,2023-06-06,PAYMENT_Q,76.09,0.0,0.0,0.0,1406,1406,2023-06-09 15:43:57.65459,2023-06-09 15:43:57.65459,f
2800,3054,2023-06-06,PAYMENT_Q,76.09,0.0,0.0,0.0,1406,1406,2023-06-09 15:44:20.736093,2023-06-09 15:44:20.736093,f
2801,3051,2023-06-06,PAYMENT_Q,76.09,0.0,0.0,0.0,1406,1406,2023-06-09 15:44:42.054851,2023-06-09 15:44:42.054851,f
2802,3211,2023-06-05,PAYMENT_Q,152.19,0.0,0.0,0.0,1406,1406,2023-06-09 15:53:51.606554,2023-06-09 15:53:51.606554,f
2811,3268,2023-05-25,PAYMENT_Q,757.89,0.0,0.0,0.0,1406,1406,2023-06-09 16:07:14.831985,2023-06-09 16:07:14.831985,f
2812,3266,2023-05-26,PAYMENT_Q,312.83,0.0,0.0,0.0,1406,1406,2023-06-09 16:07:56.491558,2023-06-09 16:07:56.491558,f
2813,2918,2023-06-01,PAYMENT_Q,10181.55,199.64,0.0,0.0,1406,1406,2023-06-13 10:49:07.729072,2023-06-13 10:49:07.729072,f
2814,3584,2023-05-26,PAYMENT_Q,1000.0,0.0,0.0,0.0,1406,1406,2023-06-13 12:47:09.832923,2023-06-13 12:47:09.832923,f
2815,2934,2023-05-31,PAYMENT_Q,1302.0,0.0,0.0,0.0,1406,1406,2023-06-13 13:46:36.938607,2023-06-13 13:46:36.938607,f
2816,2933,2023-05-31,PAYMENT_Q,681.31,30.31,0.0,0.0,1406,1406,2023-06-13 13:54:27.183285,2023-06-13 13:54:27.183285,f
2817,3585,2023-05-31,PAYMENT_Q,1158.78,0.0,0.0,0.0,1406,1406,2023-06-13 14:27:37.472779,2023-06-13 14:27:37.472779,f
2818,3586,2023-05-31,PAYMENT_Q,5036.45,0.0,0.0,0.0,1406,1406,2023-06-13 14:45:09.511722,2023-06-13 14:45:09.511722,f
2819,3163,2023-05-10,PAYMENT_Q,1000.0,0.0,0.0,0.0,1406,1406,2023-06-13 15:45:26.257375,2023-06-13 15:45:26.257375,f
2820,3011,2023-05-29,PAYMENT_Q,81348.66,0.0,0.0,2776.12,1406,1406,2023-06-13 16:56:32.563301,2023-06-13 16:56:32.563301,f
2821,3587,2023-05-11,PAYMENT_Q,16000.0,0.0,0.0,0.0,1406,1406,2023-06-13 17:08:12.424485,2023-06-13 17:08:12.424485,f
2822,3156,2023-06-02,PAYMENT_Q,80000.0,0.0,0.0,0.0,1406,1406,2023-06-13 17:09:02.566067,2023-06-13 17:09:02.566067,f
2823,3149,2023-05-19,PAYMENT_Q,1610.0,0.0,0.0,0.0,1406,1406,2023-06-13 17:19:43.250869,2023-06-13 17:19:43.250869,f
2824,3588,2023-06-01,PAYMENT_Q,653.72,17.99,0.0,0.0,1406,1406,2023-06-14 09:32:29.46893,2023-06-14 09:32:29.46893,f
2825,3589,2023-06-01,PAYMENT_Q,667.22,18.32,0.0,0.0,1406,1406,2023-06-14 09:46:19.859211,2023-06-14 09:46:19.859211,f
2826,3590,2023-06-01,PAYMENT_Q,937.39,25.09,0.0,0.0,1406,1406,2023-06-14 09:49:27.627567,2023-06-14 09:49:27.627567,f
2827,3591,2023-06-01,PAYMENT_Q,643.74,17.74,0.0,0.0,1406,1406,2023-06-14 10:15:03.467605,2023-06-14 10:15:03.467605,f
2828,3592,2023-06-01,PAYMENT_Q,646.7,17.81,0.0,0.0,1406,1406,2023-06-14 10:25:15.713336,2023-06-14 10:25:15.713336,f
2829,3593,2023-06-01,PAYMENT_Q,678.68,18.61,0.0,0.0,1406,1406,2023-06-14 10:27:27.59747,2023-06-14 10:27:27.59747,f
2830,3594,2023-06-13,PAYMENT_Q,367.46,0.0,0.0,0.0,1406,1406,2023-06-14 11:01:35.559138,2023-06-14 11:01:35.559138,f
2831,3106,2023-05-18,PAYMENT_Q,148.33,0.0,0.0,0.0,1406,1406,2023-06-14 12:54:02.894299,2023-06-14 12:54:02.894299,f
2832,3105,2023-05-18,PAYMENT_Q,180.0,0.0,0.0,0.0,1406,1406,2023-06-14 12:54:34.97455,2023-06-14 12:54:34.97455,f
2833,3595,2023-05-19,PAYMENT_Q,1490.0,0.0,0.0,0.0,1406,1406,2023-06-14 13:25:51.936496,2023-06-14 13:25:51.936496,f
2834,3596,2023-05-19,PAYMENT_Q,1213.19,0.0,0.0,0.0,1406,1406,2023-06-14 13:28:39.85596,2023-06-14 13:28:39.85596,f
2835,3597,2023-05-19,PAYMENT_Q,780.0,0.0,0.0,0.0,1406,1406,2023-06-14 13:48:53.992874,2023-06-14 13:48:53.992874,f
2836,3598,2023-05-22,PAYMENT_Q,10469.45,0.0,0.0,0.0,1406,1406,2023-06-14 14:02:46.693395,2023-06-14 14:02:46.693395,f
2837,3599,2023-05-22,PAYMENT_Q,15332.57,0.0,0.0,0.0,1406,1406,2023-06-14 14:04:46.607094,2023-06-14 14:04:46.607094,f
2838,3600,2023-05-22,PAYMENT_Q,7000.0,0.0,0.0,0.0,1406,1406,2023-06-14 14:09:32.029136,2023-06-14 14:09:32.029136,f
2839,3601,2023-05-26,PAYMENT_Q,400.0,0.0,0.0,0.0,1406,1406,2023-06-14 14:27:57.705848,2023-06-14 14:27:57.705848,f
2840,3260,2023-05-25,PAYMENT_Q,2175.21,0.0,0.0,0.0,1406,1406,2023-06-14 14:33:20.688137,2023-06-14 14:33:20.688137,f
2841,3269,2023-05-29,PAYMENT_Q,9007.37,0.0,0.0,0.0,1406,1406,2023-06-14 14:37:05.282729,2023-06-14 14:37:05.282729,f
2842,3270,2023-05-25,PAYMENT_Q,13026.26,0.0,0.0,0.0,1406,1406,2023-06-14 14:37:45.891094,2023-06-14 14:37:45.891094,f
2843,3259,2023-05-25,PAYMENT_Q,492.6,0.0,0.0,0.0,1406,1406,2023-06-14 14:38:18.605637,2023-06-14 14:38:18.605637,f
2844,3258,2023-05-25,PAYMENT_Q,106.73,0.0,0.0,0.0,1406,1406,2023-06-14 14:38:53.679726,2023-06-14 14:38:53.679726,f
2845,3602,2023-05-25,PAYMENT_Q,3000.0,0.0,0.0,0.0,1406,1406,2023-06-14 14:44:34.284604,2023-06-14 14:44:34.284604,f
2846,3265,2023-05-26,PAYMENT_Q,192.19,0.0,0.0,0.0,1406,1406,2023-06-14 14:47:18.520887,2023-06-14 14:47:18.520887,f
2847,3603,2023-05-26,PAYMENT_Q,2719.01,0.0,0.0,0.0,1406,1406,2023-06-14 14:54:50.779019,2023-06-14 14:54:50.779019,f
2848,3604,2023-05-30,PAYMENT_Q,4064.73,0.0,0.0,0.0,1406,1406,2023-06-14 14:59:54.902229,2023-06-14 14:59:54.902229,f
2849,3605,2023-06-02,PAYMENT_Q,31500.0,0.0,0.0,0.0,1406,1406,2023-06-14 15:06:20.026041,2023-06-14 15:06:20.026041,f
2850,3606,2023-05-31,PAYMENT_Q,1737.59,38.52,0.0,0.0,1406,1406,2023-06-14 15:09:52.7595,2023-06-14 15:09:52.7595,f
2851,3607,2023-05-31,PAYMENT_Q,2357.38,0.0,0.0,0.0,1406,1406,2023-06-14 15:11:32.513416,2023-06-14 15:11:32.513416,f
2853,3608,2023-05-31,PAYMENT_Q,5000.0,0.0,0.0,0.0,1406,1406,2023-06-14 15:26:59.186686,2023-06-14 15:26:59.186686,f
2854,3609,2023-05-30,PAYMENT_Q,111.7,0.0,0.0,0.0,1406,1406,2023-06-14 15:32:01.772151,2023-06-14 15:32:01.772151,f
2855,3610,2023-05-31,PAYMENT_Q,9100.0,0.0,0.0,0.0,1406,1406,2023-06-14 15:37:15.118139,2023-06-14 15:37:15.118139,f
2856,3611,2023-05-29,PAYMENT_Q,500.0,0.0,0.0,0.0,1406,1406,2023-06-14 15:39:47.544058,2023-06-14 15:39:47.544058,f
2857,3612,2023-05-31,PAYMENT_Q,15000.0,0.0,0.0,0.0,1406,1406,2023-06-14 15:43:13.789815,2023-06-14 15:43:13.789815,f
2858,3613,2023-05-31,PAYMENT_Q,28500.0,0.0,0.0,0.0,1406,1406,2023-06-14 15:44:55.747035,2023-06-14 15:44:55.747035,f
2859,3614,2023-05-31,PAYMENT_Q,53000.0,0.0,0.0,0.0,1406,1406,2023-06-14 15:51:17.184274,2023-06-14 15:51:17.184274,f
2860,3616,2023-05-30,PAYMENT_Q,4877.15,0.0,0.0,0.0,1406,1406,2023-06-14 15:58:49.474904,2023-06-14 15:58:49.474904,f
2861,3617,2023-05-30,PAYMENT_Q,3000.0,0.0,0.0,0.0,1406,1406,2023-06-14 17:04:05.41536,2023-06-14 17:04:05.41536,f
2862,3618,2023-05-30,PAYMENT_Q,307.4,0.0,0.0,0.0,1406,1406,2023-06-14 17:07:18.53843,2023-06-14 17:07:18.53843,f
2863,3619,2023-05-30,PAYMENT_Q,700.0,0.0,0.0,0.0,1406,1406,2023-06-14 17:14:27.844357,2023-06-14 17:14:27.844357,f
2864,3620,2023-05-30,PAYMENT_Q,4400.0,0.0,0.0,0.0,1406,1406,2023-06-14 17:21:13.89862,2023-06-14 17:21:13.89862,f
2865,3621,2023-05-31,PAYMENT_Q,642.4,0.0,0.0,0.0,1406,1406,2023-06-14 17:26:58.45423,2023-06-14 17:26:58.45423,f
2866,3623,2023-05-31,PAYMENT_Q,836.51,0.0,0.0,0.0,1406,1406,2023-06-16 09:02:51.510897,2023-06-16 09:02:51.510897,f
2867,3624,2023-05-31,PAYMENT_Q,87.06,0.0,0.0,0.0,1406,1406,2023-06-16 09:06:44.274995,2023-06-16 09:06:44.274995,f
2868,3625,2023-05-31,PAYMENT_Q,799.71,0.0,0.0,0.0,1406,1406,2023-06-16 09:10:11.601929,2023-06-16 09:10:11.601929,f
2869,3626,2023-05-31,PAYMENT_Q,3504.43,0.0,0.0,0.0,1406,1406,2023-06-16 09:14:09.13712,2023-06-16 09:14:09.13712,f
2870,3627,2023-05-31,PAYMENT_Q,1213.19,0.0,0.0,0.0,1406,1406,2023-06-16 09:17:53.395438,2023-06-16 09:17:53.395438,f
2871,2705,2023-06-06,PAYMENT_Q,30000.0,0.0,0.0,0.0,1406,1406,2023-06-20 15:27:44.412797,2023-06-20 15:27:44.412797,f
2872,3645,2023-06-01,PAYMENT_Q,16000.0,0.0,0.0,0.0,1406,1406,2023-06-20 15:31:33.444959,2023-06-20 15:31:33.444959,f
2873,3649,2023-06-01,PAYMENT_Q,4000.0,0.0,0.0,0.0,1406,1406,2023-06-20 15:56:48.414361,2023-06-20 15:56:48.414361,f
2874,3648,2023-06-01,PAYMENT_Q,45000.0,0.0,0.0,0.0,1406,1406,2023-06-20 15:57:06.788054,2023-06-20 15:57:06.788054,f
2875,3651,2023-06-01,PAYMENT_Q,69.7,0.0,0.0,0.0,1406,1406,2023-06-20 16:04:59.695563,2023-06-20 16:04:59.695563,f
2876,3652,2023-06-02,PAYMENT_Q,11000.0,0.0,0.0,0.0,1406,1406,2023-06-20 17:00:07.970291,2023-06-20 17:00:07.970291,f
2877,3653,2023-06-02,PAYMENT_Q,20000.0,0.0,0.0,0.0,1406,1406,2023-06-22 08:44:33.99007,2023-06-22 08:44:33.99007,f
2878,3654,2023-06-02,PAYMENT_Q,54330.0,0.0,0.0,0.0,1406,1406,2023-06-22 09:17:53.852344,2023-06-22 09:17:53.852344,f
2879,3655,2023-06-02,PAYMENT_Q,10000.0,0.0,0.0,0.0,1406,1406,2023-06-22 09:22:55.294458,2023-06-22 09:22:55.294458,f
2880,3656,2023-06-02,PAYMENT_Q,20000.0,0.0,0.0,0.0,1406,1406,2023-06-22 09:26:27.896408,2023-06-22 09:26:27.896408,f
2881,3657,2023-06-02,PAYMENT_Q,13300.0,0.0,0.0,0.0,1406,1406,2023-06-22 09:28:08.658445,2023-06-22 09:28:08.658445,f
2882,3658,2023-06-02,PAYMENT_Q,11000.0,0.0,0.0,0.0,1406,1406,2023-06-22 09:29:51.235449,2023-06-22 09:29:51.235449,f
2883,3659,2023-06-02,PAYMENT_Q,20000.0,0.0,0.0,0.0,1406,1406,2023-06-22 09:44:17.626151,2023-06-22 09:44:17.626151,f
2884,3660,2023-06-02,PAYMENT_Q,10000.0,0.0,0.0,0.0,1406,1406,2023-06-22 09:48:21.936569,2023-06-22 09:48:21.936569,f
2885,3661,2023-06-02,PAYMENT_Q,6963.44,0.0,0.0,0.0,1406,1406,2023-06-22 09:51:06.025969,2023-06-22 09:51:06.025969,f
2886,3305,2023-06-05,PAYMENT_Q,4109.13,0.0,0.0,0.0,1406,1406,2023-06-22 10:15:43.6902,2023-06-22 10:15:43.6902,f
2887,3337,2023-06-05,PAYMENT_Q,760.95,0.0,0.0,0.0,1406,1406,2023-06-22 10:17:56.132953,2023-06-22 10:17:56.132953,f
2888,3053,2023-06-05,PAYMENT_Q,760.95,0.0,0.0,0.0,1406,1406,2023-06-22 10:19:11.28359,2023-06-22 10:19:11.28359,f
2889,3320,2023-06-05,PAYMENT_Q,152.19,0.0,0.0,0.0,1406,1406,2023-06-26 10:14:24.984687,2023-06-26 10:14:24.984687,f
2890,3070,2023-06-05,PAYMENT_Q,608.76,0.0,0.0,0.0,1406,1406,2023-06-26 10:17:08.575327,2023-06-26 10:17:08.575327,f
2891,3069,2023-06-05,PAYMENT_Q,608.76,0.0,0.0,0.0,1406,1406,2023-06-26 10:17:31.024731,2023-06-26 10:17:31.024731,f
2892,3068,2023-06-05,PAYMENT_Q,608.76,0.0,0.0,0.0,1406,1406,2023-06-26 10:17:56.902637,2023-06-26 10:17:56.902637,f
2893,3236,2023-06-05,PAYMENT_Q,152.19,0.0,0.0,0.0,1406,1406,2023-06-26 10:23:40.822377,2023-06-26 10:23:40.822377,f
2894,3688,2023-06-05,PAYMENT_Q,1379.0,0.0,0.0,0.0,1406,1406,2023-06-26 10:35:20.336774,2023-06-26 10:35:20.336774,f
2895,3689,2023-06-05,PAYMENT_Q,100.0,0.0,0.0,0.0,1406,1406,2023-06-26 10:36:53.991789,2023-06-26 10:36:53.991789,f
2896,3690,2023-06-05,PAYMENT_Q,3.89,0.0,0.0,0.0,1406,1406,2023-06-26 10:39:29.857587,2023-06-26 10:39:29.857587,f
2897,3691,2023-06-05,PAYMENT_Q,8352.65,0.0,0.0,0.0,1406,1406,2023-06-26 10:41:27.584203,2023-06-26 10:41:27.584203,f
2898,3692,2023-06-05,PAYMENT_Q,3.8,0.0,0.0,0.0,1406,1406,2023-06-26 10:43:30.676702,2023-06-26 10:43:30.676702,f
2899,3693,2023-06-05,PAYMENT_Q,3.8,0.0,0.0,0.0,1406,1406,2023-06-26 14:37:27.797788,2023-06-26 14:37:27.797788,f
2900,3694,2023-06-05,PAYMENT_Q,19.02,0.0,0.0,0.0,1406,1406,2023-06-26 14:39:14.433545,2023-06-26 14:39:14.433545,f
2901,3695,2023-06-05,PAYMENT_Q,19.02,0.0,0.0,0.0,1406,1406,2023-06-26 14:41:17.373839,2023-06-26 14:41:17.373839,f
2902,3696,2023-06-05,PAYMENT_Q,98.93,0.0,0.0,0.0,1406,1406,2023-06-26 14:50:02.939592,2023-06-26 14:50:02.939592,f
2903,3697,2023-06-05,PAYMENT_Q,45.66,0.0,0.0,0.0,1406,1406,2023-06-26 14:51:51.250363,2023-06-26 14:51:51.250363,f
2904,3698,2023-06-05,PAYMENT_Q,3.8,0.0,0.0,0.0,1406,1406,2023-06-26 14:54:26.262575,2023-06-26 14:54:26.262575,f
2905,3699,2023-06-05,PAYMENT_Q,8823.11,0.0,0.0,0.0,1406,1406,2023-06-26 14:56:08.597379,2023-06-26 14:56:08.597379,f
2906,3700,2023-06-05,PAYMENT_Q,231.84,0.0,0.0,0.0,1406,1406,2023-06-26 14:57:22.577977,2023-06-26 14:57:22.577977,f
2907,3701,2023-06-05,PAYMENT_Q,8403.6,0.0,0.0,0.0,1406,1406,2023-06-26 14:58:47.40016,2023-06-26 14:58:47.40016,f
2908,3724,2023-06-06,PAYMENT_Q,1174.8,0.0,0.0,0.0,1406,1406,2023-06-26 16:48:36.452496,2023-06-26 16:48:36.452496,f
